Department,College,Credits,Course,Program,CourseCode,Crosslist,CourseName,CourseDescription,Attributes
Latin American Studies,Arts & Sciences,1-4 Credits,LAS 091,LAS,091,,Special Topics ,"A topic, genre, or approach in literature, history, or social sciences not covered in other courses.","AL, CC, HE, HU, SS, SW, W"
Latin American Studies,Arts & Sciences,4 Credits,LAS 106,LAS,106,"AAS 106, SOC 106",Race and Ethnicity in the Americas ,"How is it possible that someone who is officially considered black in the United States can embody different racial identities throughout current Latin America? Even more, how is it possible that people considered white nowadays were not officially so in early twentieth-century US (although they were viewed as white in the Latin American context at the same time period)? This course offers a historical comparative analysis of the nature and dynamics of race between the United States and Latin America.","CC, SS, SW, W"
Latin American Studies,Arts & Sciences,4 Credits,LAS 117,LAS,117,"ANTH 117, GS 117",Archaeology of Latin America ,"Explores the past of Latin America and the major civilizations that existed prior to European arrival and colonization. Extending from Mesoamerica through the Southern Andes, topics covered include the monumental structures, belief systems, and trade networks that made sure an entire continent was interconnected for millennia. This course also looks at the ways in which European colonialism has shaped the perception of these civilizations and how modern pseudoarchaeology continues to deny the accomplishments of indigenous cultures.","CC, SS, SW, W"
Latin American Studies,Arts & Sciences,4 Credits,LAS 149,LAS,149,HIST 149,Narcos: The Global Drug Wars ,"Tobacco, sugar, coffee, opium, marijuana, cocaine. From Columbus’s encounter with the New World to the rise and demise of Pablo Escobar and “El Chapo” Guzmán, drugs have been coveted global commodities. Through readings, discussions, and films, this course examines the history of drug production, drug trafficking, and the so-called “war on drugs” in Latin America.","CC, SS, SW, W"
Latin American Studies,Arts & Sciences,4 Credits,LAS 152,LAS,152,SPAN 152,Cultural Evolution of Latin America ,The historical and cultural evolution of Latin America. Discussion of representative literary works in their cultural and historical contexts. Prerequisite as listed below or consent of instructor.,"AL, CC, HU, W"
Latin American Studies,Arts & Sciences,4 Credits,LAS 155,LAS,155,"AAS 155, SOC 155",Afro-Latino Social Movements in Latin America &amp; the Caribbean ,"This course focuses on Afro-Latinos who make up nearly 70% of the population of the Americas. Despite the large amount of people of African descent living in the Americas, Afro-Latinos are an understudied population who face significant amounts of racial discrimination in their countries. Who are Afro-Latinos? Where do they live? How are they challenging the racism that they face? These are questions we will tackle in this course.","CC, SS, SW"
Latin American Studies,Arts & Sciences,4 Credits,LAS 184,LAS,184,ANTH 184,Indigenous Cultures of Latin America ,"This examines social change in Latin America from the perspective of indigenous peoples. Main goals are to develop an appreciation for the diversity of cultures found in Latin America, explore anthropological concepts like cultural ecology, ethnicity, acculturation, and religious syncretism, and to apply these concepts to contemporary issues, including cultural survival, human rights, and environmental sustainability.","CC, SS, SW, W"
Latin American Studies,Arts & Sciences,1-4 Credits,LAS 191,LAS,191,,Special Topics ,"A topic, genre, or approach in literature, history, or social sciences not covered in other courses.","AL, CC, HE, HU, SS, SW, W"
Latin American Studies,Arts & Sciences,3-4 Credits,LAS 192,LAS,192,GS 192,Lehigh in Latin America ,"Explore the geopolitical, economic, and ecological significance of Ushuaia. Students will delve into the historical British occupation of the Malvinas since 1833, examining its impact on Argentina’s sovereignty and the global competition for resources. The course will cover the Malvinas’ crucial geopolitical position, the economic interests tied to the region, and the ecological importance of the Antarctic freshwater reserves and other South American resources. This course offers a deep dive into the complex role of the South Atlantic region.","CC, HE, SS, SW"
Latin American Studies,Arts & Sciences,4 Credits,LAS 213,LAS,213,"FILM 213, SPAN 213",Introduction to Hispanic Literature and Film ,An introduction to the analysis of Latin American and Spanish cultural productions.,"AL, CC, HU, W"
Latin American Studies,Arts & Sciences,4 Credits,LAS 227,LAS,227,ART 227,Latin American Art ,"Presents an overview of the origins and development of Latin American art since the independence period in the 19th century through the present. Understanding ""Latin"" American as a cultural construct that extends from Mexico to Tierra del Fuego and includes the Caribbean and Latinx cultures of the United States, the course examines key art movements and discourses across the region through the lens of historical and political events. Includes museum and gallery visits.","CC, HE, HU, W"
Latin American Studies,Arts & Sciences,4 Credits,LAS 243,LAS,243,SPAN 243,Indigenous Cultures in Spanish America ,"A survey of Spanish American narratives that deal with the relationship between indigenous and occidental cultures. While examining works created from the late 19th century up until present day, we analyze the construction of cultural identity in several countries including Bolivia, Ecuador, and Mexico. Analysis will include works of poetry, short story, novel, essay, and film by several influential artists: Clorinda Matto de Turner, Jorge Icaza and José María Arguedas, to name just a few.","AL, CC, HU, W"
